,positive_bert,negative_bert,neutral_bert
173,0.019523341,0.49074417,0.48973244
174,0.052376196,0.12527862,0.82234514
175,0.030135328,0.014164451,0.9557002
176,0.32519776,0.13218942,0.54261285
177,0.036627553,0.18615726,0.7772152
178,0.6306613,0.017624365,0.35171434
179,0.4322095,0.014192301,0.55359817
180,0.044926815,0.023240872,0.9318323
181,0.068610705,0.016098062,0.9152913
182,0.008748628,0.90524006,0.086011365
183,0.01412637,0.83818746,0.14768611
184,0.020479806,0.71082443,0.2686958
185,0.3425386,0.062639154,0.5948222
186,0.044652164,0.08795437,0.86739355
187,0.55626696,0.019150397,0.4245826
188,0.417184,0.11042388,0.47239208
189,0.417184,0.11042388,0.47239208
190,0.8807053,0.013646114,0.105648585
191,0.01261797,0.46886036,0.51852167
192,0.33007503,0.10735068,0.56257427
193,0.20381936,0.114402294,0.6817783
194,0.39297146,0.15353522,0.4534934
195,0.3346411,0.046155524,0.6192034
196,0.07705723,0.070994005,0.8519488
197,0.14446689,0.30690208,0.54863095
198,0.026130771,0.42413405,0.5497352
199,0.22015174,0.10432955,0.67551875
200,0.09406046,0.16143239,0.7445072
201,0.107076146,0.034477502,0.85844636
202,0.17318632,0.014938745,0.81187487
203,0.18984285,0.14397469,0.66618246
204,0.07694022,0.3878106,0.5352492
205,0.034563497,0.6392238,0.3262126
206,0.014719231,0.6782709,0.30700988
207,0.03993417,0.77648395,0.18358178
208,0.013487663,0.8456293,0.14088303
209,0.0083196135,0.886296,0.105384484
210,0.06426671,0.16956341,0.76616985
211,0.87291694,0.01219286,0.11489015
212,0.035401173,0.1467004,0.8178984
213,0.25408494,0.027278578,0.71863645
214,0.021432457,0.68420345,0.2943641
215,0.4800682,0.10225532,0.41767654
216,0.054210443,0.33786675,0.6079228
217,0.20451778,0.12966824,0.665814
218,0.15722078,0.116749346,0.7260299
219,0.018148888,0.71757287,0.26427823
220,0.023340635,0.8030375,0.17362177
221,0.1683646,0.030530551,0.8011048
222,0.040951505,0.061187696,0.8978608
223,0.03133508,0.1293378,0.83932716
224,0.035749637,0.3597358,0.60451454
225,0.06872454,0.18564983,0.7456256
226,0.019940652,0.7555895,0.22446981
227,0.032690525,0.029011315,0.93829817
228,0.18879925,0.07649461,0.7347061
229,0.24535812,0.20596533,0.54867655
230,0.04584607,0.53653044,0.4176235
231,0.03460636,0.68825334,0.27714032
232,0.31643885,0.025820125,0.657741
233,0.16898684,0.19581923,0.63519394
234,0.03465934,0.19610032,0.7692403
235,0.039670825,0.030130753,0.9301984
236,0.011369266,0.9263008,0.062329914
237,0.21958238,0.02598056,0.754437
238,0.25544766,0.052864756,0.6916876
239,0.13555613,0.22993256,0.6345113
240,0.4536119,0.12431333,0.42207476
241,0.17292412,0.56472623,0.2623496
242,0.24039082,0.021567201,0.73804194
243,0.010498431,0.8484171,0.14108448
244,0.23785333,0.14221032,0.61993635
245,0.023336118,0.7000863,0.27657762
246,0.01086653,0.8708319,0.11830151
247,0.18875799,0.041307073,0.7699349
248,0.17740947,0.055066667,0.7675238
249,0.22880918,0.09957491,0.67161596
250,0.052012607,0.19411594,0.75387144
251,0.01196716,0.8664581,0.12157478
252,0.9598734,0.0050035543,0.03512304
253,0.487211,0.09270959,0.42007947
254,0.047479223,0.57139075,0.38113
255,0.41694495,0.035349198,0.5477058
256,0.016377905,0.7629778,0.2206443
257,0.120765775,0.36443415,0.5148
258,0.3605604,0.026461901,0.6129777
259,0.85110843,0.011313785,0.13757776
260,0.9826329,0.003761351,0.013605832
261,0.09749933,0.3461634,0.5563373
262,0.4536119,0.12431333,0.42207476
263,0.009187381,0.8790956,0.111716986
264,0.9849582,0.0032795588,0.011762233
265,0.22552355,0.09361122,0.6808652
266,0.22552355,0.09361122,0.6808652
267,0.612785,0.010954276,0.37626073
268,0.22552355,0.09361122,0.6808652
269,0.22552355,0.09361122,0.6808652
270,0.22552355,0.09361122,0.6808652
271,0.22552355,0.09361122,0.6808652
272,0.5654067,0.023166152,0.41142714
273,0.9391705,0.0043465854,0.056482937
274,0.44251677,0.0934177,0.46406552
275,0.44251677,0.0934177,0.46406552
276,0.45209762,0.05117501,0.49672732
277,0.580911,0.03395691,0.38513213
278,0.010096222,0.81109154,0.17881224
279,0.8323034,0.01211216,0.1555844
280,0.64465207,0.015216371,0.34013158
281,0.6762549,0.025704142,0.29804093
282,0.038163543,0.14947514,0.81236124
283,0.05020419,0.2013581,0.74843764
284,0.7771317,0.015238873,0.2076295
285,0.4800682,0.10225532,0.41767654
286,0.12642576,0.047481358,0.8260929
287,0.02346129,0.6501896,0.3263491
288,0.38478494,0.10943202,0.505783
289,0.026560308,0.7875232,0.18591656
290,0.022361258,0.010677944,0.9669608
291,0.14349732,0.17185517,0.6846475
292,0.051675808,0.2722046,0.67611957
293,0.065884545,0.14352435,0.7905912
294,0.4800682,0.10225532,0.41767654
295,0.38478494,0.10943202,0.505783
296,0.41783762,0.02715811,0.55500424
297,0.017661557,0.43584248,0.5464959
298,0.266726,0.009959323,0.72331464
299,0.034493133,0.52161986,0.443887
300,0.18966092,0.02137018,0.78896886
301,0.04566463,0.032816563,0.9215188
302,0.027556006,0.46726766,0.50517637
303,0.021916388,0.8129886,0.16509503
304,0.022366483,0.7359313,0.24170227
305,0.10493094,0.0710591,0.8240099
306,0.3074961,0.046835218,0.6456687
307,0.022886476,0.65603256,0.32108092
308,0.27801937,0.10560069,0.6163799
309,0.06996485,0.33437946,0.5956557
310,0.07199673,0.29626873,0.6317345
311,0.04266206,0.6377796,0.31955832
312,0.13844495,0.10248497,0.7590701
313,0.2183287,0.15654708,0.6251242
314,0.059784852,0.043598037,0.8966171
315,0.50546175,0.013497268,0.48104095
316,0.05738728,0.49294582,0.44966695
317,0.035235584,0.57559574,0.38916865
318,0.013477924,0.4748997,0.51162237
319,0.012216029,0.8867041,0.10107989
320,0.008397076,0.7541891,0.2374139
321,0.06093163,0.4557272,0.48334116
322,0.013634751,0.745996,0.24036923
323,0.04820752,0.4114444,0.5403481
324,0.26096725,0.12572418,0.61330855
325,0.019695973,0.7218769,0.25842717
326,0.48035607,0.051818848,0.4678251
327,0.11728719,0.037918206,0.8447946
328,0.019394048,0.56418514,0.41642076
329,0.8826645,0.017290287,0.10004517
330,0.103965454,0.29802018,0.59801435
331,0.04341145,0.5757765,0.38081208
332,0.047050998,0.039518923,0.91343015
333,0.008327341,0.73833805,0.25333452
334,0.08559762,0.06318202,0.85122037
335,0.0185429,0.5173795,0.46407756
336,0.025238018,0.4988475,0.4759145
337,0.019452225,0.7174586,0.2630891
338,0.35600132,0.038891293,0.6051074
339,0.1122547,0.12008227,0.76766306
340,0.100224964,0.17662556,0.7231494
341,0.009327585,0.861351,0.12932144
342,0.010760891,0.89552915,0.093709856
343,0.20220526,0.1395974,0.65819734
344,0.07093241,0.26295245,0.66611516
345,0.08185013,0.4816313,0.43651852
346,0.20480604,0.22333603,0.5718579
347,0.044566628,0.5880235,0.36740997
348,0.5041303,0.026801733,0.46906796
349,0.01601448,0.45917353,0.524812
350,0.15130648,0.045089964,0.8036036
351,0.01601718,0.39199105,0.5919917
352,0.019054702,0.74269015,0.23825514
353,0.2865382,0.06939823,0.64406353
354,0.023780141,0.74535835,0.23086153
355,0.1342016,0.1138708,0.7519276
356,0.005912044,0.93841773,0.05567028
357,0.075981,0.45357433,0.47044468
358,0.11155052,0.28216028,0.6062892
359,0.023489088,0.5252047,0.4513062
360,0.09887972,0.22852266,0.67259765
361,0.078189395,0.016816316,0.90499437
362,0.4103764,0.074953154,0.51467043
363,0.10861971,0.73994154,0.1514387
364,0.11740141,0.38812727,0.49447125
365,0.044184607,0.58794534,0.36787006
366,0.017839259,0.70337766,0.27878308
367,0.24359448,0.11269776,0.64370775
368,0.2454473,0.072383545,0.68216914
369,0.22552355,0.09361122,0.6808652
