conversation_num,discursive_diversity,batch_num,vis_img,int_verb,ort_img,rep_man,soc_pers,team_size,difficulty,score,duration,efficiency,timestamp
jdzacFc9NwymuTB6C,0.7562436164295688,3,High,High,Low,Mixed,High,7,Easy [Corresponds to 'Hard' in PNAS],528.0,92.0,5.739130434782608,NULL_TIME
BEbdsuDaJHYY3jEtv,,3,High,Mixed,Low,High,Low,5,Easy [Corresponds to 'Hard' in PNAS],590.0,62.0,9.516129032258064,NULL_TIME
hAnsKEXXEc3bY74A2,,3,High,Mixed,Low,Mixed,High,2,Easy [Corresponds to 'Hard' in PNAS],533.0,108.0,4.935185185185185,NULL_TIME
36cgEJcDuQx7H6JD4,,3,High,High,Mixed,Mixed,Low,3,Easy [Corresponds to 'Hard' in PNAS],496.0,38.0,13.052631578947368,NULL_TIME
y3Svn8qCEQLoZ7jdN,0.6242798925752838,3,High,Low,High,High,High,3,Easy [Corresponds to 'Hard' in PNAS],510.0,239.0,2.133891213389121,2021-05-27T17:15:54.844Z
NPptiqnf5AbznGRo3,0.5049245006276086,3,Mixed,Mixed,High,High,Mixed,3,Easy [Corresponds to 'Hard' in PNAS],588.0,375.0,1.568,2021-05-27T17:17:03.339Z
7gCM9YzaYCu2uDSFe,,3,Low,Low,High,High,Low,1,Easy [Corresponds to 'Hard' in PNAS],370.0,160.0,2.3125,NULL_TIME
kBGEZDGLgKDCPa3JJ,0.23140201142214545,3,High,High,High,Mixed,Low,3,Easy [Corresponds to 'Hard' in PNAS],540.0,408.0,1.3235294117647058,2021-05-27T17:10:25.678Z
vXQRgxmx4wJfTMed4,0.6346112635008211,3,Mixed,Mixed,Mixed,High,Low,3,Easy [Corresponds to 'Hard' in PNAS],502.0,291.0,1.725085910652921,2021-05-27T17:11:52.749Z
RMYHuDs3s9Dj6se9g,0.7305638459554276,3,Mixed,High,Mixed,High,Low,3,Easy [Corresponds to 'Hard' in PNAS],588.0,278.0,2.115107913669065,NULL_TIME
gKFoNYGr9gbLXzNr2,,3,High,High,Mixed,High,Low,3,Easy [Corresponds to 'Hard' in PNAS],547.0,96.0,5.697916666666667,NULL_TIME
qafi7vNCC8QnndMpC,,3,High,High,High,High,Low,1,Easy [Corresponds to 'Hard' in PNAS],513.0,56.0,9.160714285714286,NULL_TIME
YYQ6sAugqL5jXjw8G,0.9698680279996761,3,High,Low,Low,Mixed,Low,7,Easy [Corresponds to 'Hard' in PNAS],483.0,108.0,4.472222222222222,2021-05-28T17:16:22.229Z
2cPr4wGMXMutRdvbd,,3,High,Low,Low,Mixed,Low,2,Easy [Corresponds to 'Hard' in PNAS],540.0,144.0,3.75,NULL_TIME
dt8dSgQXPzqPH7eDv,,3,High,High,High,High,High,6,Easy [Corresponds to 'Hard' in PNAS],567.0,82.0,6.914634146341464,NULL_TIME
9DGa9vqtceySFd5c3,,3,High,Mixed,Low,Mixed,High,4,Easy [Corresponds to 'Hard' in PNAS],548.0,71.0,7.71830985915493,NULL_TIME
zRx7pqdbWDwduoYuM,0.7460144761190696,3,High,High,High,High,Mixed,3,Easy [Corresponds to 'Hard' in PNAS],540.0,205.0,2.6341463414634148,2021-05-28T17:09:52.539Z
cRbmMdZ5NAY3BCqwD,0.7932669419618056,3,High,High,High,High,Low,2,Easy [Corresponds to 'Hard' in PNAS],569.0,176.0,3.2329545454545454,NULL_TIME
DMTqbwRoiuDTxuaXG,,3,Mixed,Low,High,High,High,3,Easy [Corresponds to 'Hard' in PNAS],651.0,380.0,1.7131578947368422,NULL_TIME
PLf5xuWMbP3k4zGN7,0.9659394512865358,3,Low,Low,Low,High,Low,3,Easy [Corresponds to 'Hard' in PNAS],626.0,288.0,2.173611111111111,NULL_TIME
WdfZv898WEtfavBGZ,,3,Low,Low,Low,High,Low,1,Easy [Corresponds to 'Hard' in PNAS],626.0,167.0,3.748502994011976,NULL_TIME
NdYPC2xA5jGEjpMeS,,3,High,Low,Low,Mixed,Low,2,Easy [Corresponds to 'Hard' in PNAS],603.0,200.0,3.015,NULL_TIME
phGkoqf9PZXoXEiHm,,3,High,High,High,Low,Low,1,Easy [Corresponds to 'Hard' in PNAS],385.0,129.0,2.984496124031008,NULL_TIME
rEvt5aWXGwbJZhh96,,3,High,Mixed,Low,High,High,7,Easy [Corresponds to 'Hard' in PNAS],503.0,157.0,3.203821656050956,NULL_TIME
SDuBkpDhB55N5Q3Kq,,3,High,Low,Low,High,High,1,Easy [Corresponds to 'Hard' in PNAS],672.0,209.0,3.215311004784689,NULL_TIME
p2EZjmCiZy8HS9rx4,0.9716103135255517,3,Low,Low,High,High,Low,3,Easy [Corresponds to 'Hard' in PNAS],627.0,99.0,6.333333333333333,2021-06-01T17:17:03.400Z
Q9p3kKEduSEXiLpPd,,3,High,Low,High,High,Low,1,Easy [Corresponds to 'Hard' in PNAS],510.0,305.0,1.6721311475409837,NULL_TIME
PNK9zzqBZsywKbSSu,0.788283684314446,3,Low,High,Low,High,Low,3,Easy [Corresponds to 'Hard' in PNAS],628.0,284.0,2.211267605633803,2021-06-01T17:12:05.504Z
irCzGEuxwSi97WBxg,,3,High,High,Low,High,Low,3,Easy [Corresponds to 'Hard' in PNAS],569.0,384.0,1.4817708333333333,NULL_TIME
j6arEgDFsY9rfbYKS,0.22060425393155758,3,Low,Mixed,Low,High,Low,2,Easy [Corresponds to 'Hard' in PNAS],651.0,463.0,1.406047516198704,2021-06-01T17:31:58.317Z
4rZk2cDjiYga95EmX,0.45013707042085516,4,High,High,Low,High,Mixed,2,Easy [Corresponds to 'Hard' in PNAS],576.0,363.0,1.5867768595041325,2021-06-02T17:20:50.627Z
3BgqCCXXBhiJLxPLd,,4,High,High,Low,High,High,1,Easy [Corresponds to 'Hard' in PNAS],641.0,136.0,4.713235294117647,NULL_TIME
HDqD4y6tzX9X4zFLb,,4,High,High,High,Low,Low,1,Easy [Corresponds to 'Hard' in PNAS],484.0,65.0,7.446153846153846,NULL_TIME
nuKXDttmCkdiHeSGy,,4,High,High,High,High,Low,1,Easy [Corresponds to 'Hard' in PNAS],351.0,66.0,5.318181818181818,NULL_TIME
28coGosspMQZSSsKK,,4,Mixed,Low,Mixed,Mixed,High,2,Easy [Corresponds to 'Hard' in PNAS],523.0,95.0,5.505263157894737,NULL_TIME
B3BTGxsTCEuviyEji,,4,Mixed,High,Low,High,High,2,Easy [Corresponds to 'Hard' in PNAS],616.0,172.0,3.581395348837209,NULL_TIME
r4kXpxnPyxqX85iF2,0.6018870465288257,4,Low,High,Mixed,High,High,2,Easy [Corresponds to 'Hard' in PNAS],672.0,208.0,3.230769230769231,2021-06-02T17:08:34.879Z
gMuTvZ6HMoSnGTFdD,,4,Low,High,High,Mixed,High,2,Easy [Corresponds to 'Hard' in PNAS],554.0,447.0,1.2393736017897092,NULL_TIME
PndZywhbKAugh46q8,,4,Mixed,High,Low,High,High,2,Easy [Corresponds to 'Hard' in PNAS],562.0,174.0,3.2298850574712645,NULL_TIME
DmEtrscGuNqm7oz3k,0.6749977934224419,4,Low,High,Low,High,High,2,Easy [Corresponds to 'Hard' in PNAS],629.0,151.0,4.1655629139072845,NULL_TIME
NSBqhdGZ8cKZaEsDF,,4,Mixed,Low,Low,Low,High,5,Easy [Corresponds to 'Hard' in PNAS],500.0,109.0,4.587155963302752,NULL_TIME
YY9fd4x5MdLXBMTkT,0.47820053840434873,4,Low,Low,Low,Mixed,High,5,Easy [Corresponds to 'Hard' in PNAS],551.0,198.0,2.782828282828283,2021-06-02T17:13:30.134Z
udQLjboHfi7suBB7t,0.3903282718184208,4,Low,Mixed,Low,Mixed,High,5,Easy [Corresponds to 'Hard' in PNAS],647.0,341.0,1.8973607038123168,2021-06-02T17:13:41.945Z
BzjYhs6ee4Tp9HrmY,0.8819277028594907,4,Mixed,Mixed,Low,Low,High,5,Easy [Corresponds to 'Hard' in PNAS],525.0,124.0,4.233870967741935,2021-06-02T17:15:26.299Z
34Y5KL9hFdnGnjmSr,,4,Mixed,Low,Low,Mixed,High,5,Easy [Corresponds to 'Hard' in PNAS],539.0,38.0,14.18421052631579,NULL_TIME
bkrxtXrh9n83f4tfk,0.7033049980203666,4,Mixed,Mixed,Low,Mixed,High,5,Easy [Corresponds to 'Hard' in PNAS],360.0,165.0,2.1818181818181817,NULL_TIME
LxdvuNwqfuWn9mzo4,0.8593766951962335,4,Mixed,Mixed,Low,Mixed,High,2,Easy [Corresponds to 'Hard' in PNAS],585.0,338.0,1.7307692307692308,2021-06-02T17:30:37.937Z
5oCcHrXHzKuq2wthM,0.40538186676141935,4,Low,Mixed,Low,Low,High,6,Easy [Corresponds to 'Hard' in PNAS],650.0,470.0,1.3829787234042554,2021-06-02T17:13:51.683Z
JczyrfpGQkZNGqptg,0.6326224338449126,4,Mixed,Mixed,Low,High,High,6,Easy [Corresponds to 'Hard' in PNAS],607.0,144.0,4.215277777777778,2021-06-02T17:11:04.492Z
2qzP9XGW7gKkwrx49,0.6689367708041658,4,Mixed,Low,Low,Low,High,6,Easy [Corresponds to 'Hard' in PNAS],543.0,256.0,2.12109375,2021-06-02T17:17:11.454Z
yywkNAmjZ3CsqJMJL,0.6621826443831369,4,Low,Mixed,Low,Low,Low,6,Easy [Corresponds to 'Hard' in PNAS],557.0,164.0,3.3963414634146343,2021-06-02T17:19:08.696Z
o7GQYicmMzDq85NhE,,4,Low,Mixed,Low,Low,Low,3,Easy [Corresponds to 'Hard' in PNAS],471.0,54.0,8.722222222222221,NULL_TIME
67ngRKqbj5ZNqRwXE,0.8018871220415535,4,Low,Low,Low,High,Mixed,2,Easy [Corresponds to 'Hard' in PNAS],569.0,103.0,5.524271844660194,NULL_TIME
ihuNEA7wRnKqCxnFd,0.7644891986079159,4,Mixed,Mixed,Low,Mixed,High,2,Easy [Corresponds to 'Hard' in PNAS],568.0,418.0,1.3588516746411483,2021-06-02T18:02:48.772Z
az5uNu5r2fB7Ccfdk,,4,High,High,High,High,Low,2,Easy [Corresponds to 'Hard' in PNAS],481.0,147.0,3.272108843537415,NULL_TIME
ws2Zue5zifebjNbrn,,4,High,Mixed,Low,Mixed,High,6,Easy [Corresponds to 'Hard' in PNAS],672.0,91.0,7.384615384615385,NULL_TIME
Jf7wja3qW4yJCabab,0.7083741482371781,4,High,Mixed,Mixed,High,Mixed,2,Easy [Corresponds to 'Hard' in PNAS],541.0,378.0,1.4312169312169312,2021-06-03T17:27:05.940Z
HXaipbqtkdCL8ubR8,,4,Mixed,Low,Mixed,High,Low,2,Easy [Corresponds to 'Hard' in PNAS],540.0,109.0,4.954128440366972,NULL_TIME
iG8ck7e9ZzZBjE8TJ,,4,Low,High,Low,High,High,2,Easy [Corresponds to 'Hard' in PNAS],490.0,89.0,5.50561797752809,NULL_TIME
EG9qqhcqyuPepPDFp,0.3557142517461591,4,Mixed,High,Mixed,High,High,2,Easy [Corresponds to 'Hard' in PNAS],626.0,392.0,1.596938775510204,2021-06-03T17:18:10.818Z
xKQqokyMD2kMFdvXW,0.506106201492771,4,Low,Low,Low,Mixed,High,5,Easy [Corresponds to 'Hard' in PNAS],650.0,171.0,3.801169590643275,2021-06-03T17:10:24.103Z
6JyHWEA2izFCfqDpX,0.5647551907152948,4,Low,Low,Low,Low,High,5,Easy [Corresponds to 'Hard' in PNAS],655.0,495.0,1.323232323232323,2021-06-03T17:14:56.452Z
NQrNtykh6D8uRCFpY,0.758425051315189,4,Mixed,Mixed,Low,Low,High,5,Easy [Corresponds to 'Hard' in PNAS],600.0,423.0,1.4184397163120568,2021-06-03T17:19:57.233Z
hpJK6sJKMRFoAsCqS,0.8774077950634394,4,Low,Low,Low,Low,High,5,Easy [Corresponds to 'Hard' in PNAS],561.0,66.0,8.5,NULL_TIME
YYNC4Zuo8u3ETAEHt,0.47982072792089764,4,Low,Low,Low,Low,High,5,Easy [Corresponds to 'Hard' in PNAS],586.0,101.0,5.801980198019802,2021-06-03T17:20:51.938Z
DxBxzuoDZRgwFJsCa,,4,Mixed,Low,Mixed,Mixed,High,4,Easy [Corresponds to 'Hard' in PNAS],503.0,124.0,4.056451612903226,NULL_TIME
r5qZ3aXQavrMGcfJ3,0.6200345944023937,4,Mixed,Mixed,Low,Mixed,Low,6,Easy [Corresponds to 'Hard' in PNAS],564.0,89.0,6.337078651685394,2021-06-03T17:06:52.262Z
8GEhZp2Dw5kZmNYKn,0.7731375499231402,4,Mixed,Mixed,Low,Mixed,Low,6,Easy [Corresponds to 'Hard' in PNAS],536.0,137.0,3.912408759124088,2021-06-03T17:07:25.776Z
b5oFmpJhyWi7tcPpb,,4,Low,High,Low,Low,High,6,Easy [Corresponds to 'Hard' in PNAS],508.0,40.0,12.7,NULL_TIME
8cQt3soAgA9eH8xfR,0.3166683467143412,4,Mixed,Mixed,Low,Low,High,6,Easy [Corresponds to 'Hard' in PNAS],562.0,594.0,0.9461279461279462,2021-06-03T17:18:04.062Z
f28kmDPvmEz2szGw8,,4,Low,Low,Low,Mixed,Low,6,Easy [Corresponds to 'Hard' in PNAS],562.0,101.0,5.564356435643564,2021-06-03T17:13:39.466Z
nfBeNgz9bcRZA89au,,4,Low,Mixed,Low,Mixed,Low,6,Easy [Corresponds to 'Hard' in PNAS],528.0,111.0,4.756756756756757,NULL_TIME
KmpxJWirezrEsXZWn,0.6832717751719543,4,Low,Mixed,Low,Mixed,Low,6,Easy [Corresponds to 'Hard' in PNAS],564.0,205.0,2.7512195121951217,2021-06-03T17:20:00.535Z
w7dKkZ6srJkwjLBJo,0.44866512568174133,4,Low,Low,Low,Low,Low,6,Easy [Corresponds to 'Hard' in PNAS],650.0,138.0,4.710144927536232,2021-06-03T17:28:52.840Z
xsGgkSjnazqE3t398,,4,Low,Low,Low,Mixed,Mixed,2,Easy [Corresponds to 'Hard' in PNAS],539.0,104.0,5.182692307692308,NULL_TIME
eSp9bnZjXPk55kEYM,,5,High,High,High,High,High,1,Easy [Corresponds to 'Hard' in PNAS],563.0,41.0,13.731707317073171,NULL_TIME
wQyCPCNo7s5rn8u3X,,5,High,High,High,High,High,1,Easy [Corresponds to 'Hard' in PNAS],649.0,353.0,1.838526912181303,NULL_TIME
a2Ro3Tac8xcsFrF6J,,5,High,High,High,High,High,1,Easy [Corresponds to 'Hard' in PNAS],542.0,230.0,2.356521739130435,NULL_TIME
3ZfQz2Da2SikEK2Qa,,5,High,High,High,High,High,1,Easy [Corresponds to 'Hard' in PNAS],670.0,353.0,1.8980169971671388,NULL_TIME
tEEgtc2Bi77uGczhL,,5,High,High,High,High,High,1,Easy [Corresponds to 'Hard' in PNAS],534.0,61.0,8.754098360655737,NULL_TIME
dQWcGaDaoib8uQNYM,,5,High,High,High,High,High,1,Easy [Corresponds to 'Hard' in PNAS],590.0,223.0,2.645739910313901,NULL_TIME
ZpWoWi5sgTNEzwTdH,,5,High,High,High,High,High,1,Easy [Corresponds to 'Hard' in PNAS],443.0,38.0,11.657894736842104,NULL_TIME
ofG5KvT5FBEJQDD6T,,5,High,High,High,High,High,1,Easy [Corresponds to 'Hard' in PNAS],612.0,82.0,7.463414634146342,NULL_TIME
kYqwTQE3seJfx2Cmj,,5,High,High,High,High,High,1,Easy [Corresponds to 'Hard' in PNAS],652.0,187.0,3.486631016042781,NULL_TIME
ZPWaWzGNTke8PzH4Q,,5,High,High,High,High,High,1,Easy [Corresponds to 'Hard' in PNAS],628.0,131.0,4.793893129770993,NULL_TIME
aq4nE4iuigg52uhTh,0.2856416774091239,5,High,High,Low,High,High,3,Easy [Corresponds to 'Hard' in PNAS],535.0,245.0,2.183673469387755,2021-08-05T17:11:32.887Z
zF4QTKSr9M7EXXoKc,,5,High,High,Low,Mixed,High,3,Easy [Corresponds to 'Hard' in PNAS],564.0,111.0,5.081081081081081,NULL_TIME
BFaEiQdAAtfvjN8vq,0.581327695751397,5,High,High,Low,High,High,3,Easy [Corresponds to 'Hard' in PNAS],552.0,326.0,1.6932515337423313,2021-08-05T17:12:59.374Z
qstszKpuQHheejb6E,,5,High,High,Low,High,High,3,Easy [Corresponds to 'Hard' in PNAS],440.0,89.0,4.943820224719101,NULL_TIME
wkcbLvK8gQzSPcHe3,0.7968311854835816,5,High,High,Low,High,High,3,Easy [Corresponds to 'Hard' in PNAS],626.0,129.0,4.852713178294573,NULL_TIME
te4cMHTibPkr2r89Y,,5,High,High,Low,High,High,3,Easy [Corresponds to 'Hard' in PNAS],547.0,58.0,9.43103448275862,NULL_TIME
gpBjTFAFHt89d2qqT,0.8446477312182944,5,Mixed,High,Low,High,High,2,Easy [Corresponds to 'Hard' in PNAS],655.0,210.0,3.119047619047619,NULL_TIME
cf5yovyhpE77o6NsR,,5,High,High,Low,High,High,1,Easy [Corresponds to 'Hard' in PNAS],615.0,311.0,1.977491961414791,NULL_TIME
rB4ioo7aYLTSvw6WF,,5,High,High,Low,High,High,1,Easy [Corresponds to 'Hard' in PNAS],443.0,52.0,8.51923076923077,NULL_TIME
T2CcSwaCHYwyXYdLt,0.7001450683815649,5,High,Low,Low,Low,High,4,Easy [Corresponds to 'Hard' in PNAS],670.0,578.0,1.1591695501730104,NULL_TIME
ALHdmCnjh8sfijESk,0.7310691137020229,5,High,Mixed,High,High,Low,7,Easy [Corresponds to 'Hard' in PNAS],649.0,126.0,5.150793650793651,NULL_TIME
Fr6fzCQeGu2Qa6PTw,0.6287114505730932,5,High,High,High,High,Low,7,Easy [Corresponds to 'Hard' in PNAS],670.0,231.0,2.9004329004329006,2021-08-05T17:11:22.627Z
EWQXhbSZ9N5gXC8Na,0.5988134591886631,5,High,High,High,High,Low,7,Easy [Corresponds to 'Hard' in PNAS],637.0,83.0,7.674698795180723,2021-08-05T17:14:46.834Z
ErvH8ExM94PzB9TsQ,0.696798020967707,5,High,High,High,Low,Low,7,Easy [Corresponds to 'Hard' in PNAS],442.0,107.0,4.130841121495327,2021-08-05T17:23:39.163Z
iJDq4udXtcwHPp8eD,0.6790768480539028,5,High,High,High,High,Low,2,Easy [Corresponds to 'Hard' in PNAS],578.0,175.0,3.302857142857143,2021-08-05T17:38:54.606Z
2GyDrExReibZDZbHK,,5,High,High,Mixed,Mixed,Low,2,Easy [Corresponds to 'Hard' in PNAS],496.0,106.0,4.679245283018868,NULL_TIME
BbHyJFCY6zqx7EeEy,0.7692386743796499,5,Low,High,High,High,Low,4,Easy [Corresponds to 'Hard' in PNAS],641.0,128.0,5.0078125,2021-08-05T17:13:53.384Z
JkjSZvD9rJzhfGELH,,5,Low,High,High,Mixed,Low,2,Easy [Corresponds to 'Hard' in PNAS],515.0,69.0,7.463768115942029,NULL_TIME
XKAbRF55PeuwLNexv,,5,Low,High,High,Low,Low,2,Easy [Corresponds to 'Hard' in PNAS],530.0,189.0,2.804232804232804,NULL_TIME
Xi53R9DGyCrkauwYR,,5,Low,High,High,Mixed,Low,2,Easy [Corresponds to 'Hard' in PNAS],628.0,125.0,5.024,NULL_TIME
P9aaqZAGrPKjH5CPa,0.6138515445800234,5,Mixed,Mixed,Low,Low,High,8,Easy [Corresponds to 'Hard' in PNAS],590.0,198.0,2.97979797979798,2021-08-05T17:12:12.634Z
uWY7CdZmrMJTWbgJv,0.40745517038882834,5,Low,Low,Low,Low,High,8,Easy [Corresponds to 'Hard' in PNAS],588.0,354.0,1.6610169491525424,2021-08-05T17:12:49.487Z
bcEJqXJY2p2Xue4ti,,5,Low,Low,Low,Mixed,High,8,Easy [Corresponds to 'Hard' in PNAS],510.0,97.0,5.257731958762887,NULL_TIME
hpGMuYvLXQQiBL7bL,0.7645952656411488,5,Low,Low,Mixed,Low,High,8,Easy [Corresponds to 'Hard' in PNAS],518.0,63.0,8.222222222222221,NULL_TIME
TGoc2HaMcQ44NXh9X,,5,Low,Low,Low,Low,High,8,Easy [Corresponds to 'Hard' in PNAS],473.0,67.0,7.059701492537314,NULL_TIME
gK9C8diPHrPoWdRha,0.42493106317295903,5,Mixed,Mixed,Low,Low,High,8,Easy [Corresponds to 'Hard' in PNAS],397.0,116.0,3.4224137931034484,2021-08-05T17:25:41.876Z
BDHJZzQHGQtTDcKch,0.8442418683912413,5,Low,Low,Low,Low,Mixed,7,Easy [Corresponds to 'Hard' in PNAS],599.0,600.0,0.9983333333333332,2021-08-05T17:49:57.565Z
RDdy4eMu8fgLGzwY4,0.5742276074263448,5,Mixed,Low,Low,Mixed,Low,4,Easy [Corresponds to 'Hard' in PNAS],549.0,79.0,6.949367088607595,2021-08-05T17:46:11.615Z
5jHhm5cxyRRL5DuZp,0.8060673990353285,5,Mixed,Low,Mixed,Low,Mixed,4,Easy [Corresponds to 'Hard' in PNAS],502.0,69.0,7.27536231884058,NULL_TIME
rAptqmKcczd64n5A7,0.5501844143720804,5,Mixed,High,High,Mixed,High,2,Easy [Corresponds to 'Hard' in PNAS],554.0,206.0,2.6893203883495147,2021-08-05T17:08:03.393Z
T5PiQdXcreXzTi7qp,,5,Low,Mixed,High,High,High,2,Easy [Corresponds to 'Hard' in PNAS],639.0,101.0,6.326732673267327,NULL_TIME
F2FRP6trNns8hWfAz,,5,Mixed,Mixed,Mixed,Mixed,High,2,Easy [Corresponds to 'Hard' in PNAS],670.0,190.0,3.526315789473684,NULL_TIME
EQydH8uLt5txioNJr,,5,High,High,Mixed,High,Mixed,2,Easy [Corresponds to 'Hard' in PNAS],672.0,217.0,3.096774193548387,NULL_TIME
d87wMawHEP9uzWMwt,0.395809683999258,5,High,High,High,Mixed,High,2,Easy [Corresponds to 'Hard' in PNAS],606.0,509.0,1.1905697445972494,2021-08-05T17:12:44.943Z
F4hZbeo7kJypRHZoM,,5,High,High,Mixed,Mixed,High,2,Easy [Corresponds to 'Hard' in PNAS],535.0,63.0,8.492063492063492,NULL_TIME
LGdgfadg8nZeut63A,,5,High,High,High,Mixed,High,2,Easy [Corresponds to 'Hard' in PNAS],626.0,340.0,1.8411764705882352,NULL_TIME
og4Qpyj3ecDo6HZXq,0.6163571447932252,5,High,High,High,Mixed,High,2,Easy [Corresponds to 'Hard' in PNAS],609.0,237.0,2.569620253164557,2021-08-05T17:12:55.423Z
mumbHHt3SvhqLQ7tG,0.9053625568018605,5,Mixed,High,High,Mixed,High,2,Easy [Corresponds to 'Hard' in PNAS],533.0,130.0,4.1,2021-08-05T17:15:14.590Z
Lex42kgPKKtzFLxxA,0.19398109489544668,5,High,High,High,Mixed,High,2,Easy [Corresponds to 'Hard' in PNAS],607.0,423.0,1.4349881796690307,2021-08-05T17:15:58.113Z
psfGF9iziHRTX9Ry6,,5,High,High,High,Mixed,High,2,Easy [Corresponds to 'Hard' in PNAS],637.0,134.0,4.753731343283582,NULL_TIME
nWzGwx4Axo8ikpQW9,0.893777306551272,5,High,Mixed,Mixed,High,High,2,Easy [Corresponds to 'Hard' in PNAS],603.0,123.0,4.902439024390244,2021-08-05T17:20:50.554Z
CSKBo2EaupwsJxD4g,,5,Low,High,High,High,High,2,Easy [Corresponds to 'Hard' in PNAS],564.0,128.0,4.40625,NULL_TIME
7zxkJBJfkLQ5QSqAp,,5,High,Mixed,High,High,High,2,Easy [Corresponds to 'Hard' in PNAS],462.0,43.0,10.744186046511627,NULL_TIME
G6iBAdJvSPaE7gQ4J,0.5290660435405959,5,High,High,High,High,Low,6,Easy [Corresponds to 'Hard' in PNAS],548.0,109.0,5.027522935779817,2021-08-05T17:07:25.681Z
KrLrWkxr39cMiarbD,0.7915096117086883,5,Low,High,Low,Mixed,High,6,Easy [Corresponds to 'Hard' in PNAS],495.0,100.0,4.95,2021-08-05T17:07:44.143Z
Z5LfyCBXrmcbv5nuz,,5,Mixed,High,Low,Mixed,High,6,Easy [Corresponds to 'Hard' in PNAS],462.0,150.0,3.08,NULL_TIME
JWxwhKvFMyTvD3g8L,0.4840035425754721,5,Mixed,High,Low,Mixed,Low,6,Easy [Corresponds to 'Hard' in PNAS],550.0,89.0,6.179775280898877,2021-08-05T17:09:44.210Z
zHmEnfaPzrwpNxAeg,,5,Mixed,High,Low,Low,High,6,Easy [Corresponds to 'Hard' in PNAS],566.0,414.0,1.3671497584541064,2021-08-05T17:16:05.322Z
tMxLecMJE4qoacPSp,0.9134728693964917,5,Mixed,High,Low,Mixed,High,6,Easy [Corresponds to 'Hard' in PNAS],609.0,213.0,2.859154929577465,2021-08-05T17:13:24.133Z
GAhcyJCqWShEm7zme,,5,Mixed,High,Low,Mixed,High,6,Easy [Corresponds to 'Hard' in PNAS],462.0,97.0,4.762886597938144,NULL_TIME
EkH8gyjXPPdk9YZHa,,5,Mixed,High,Low,Low,Mixed,6,Easy [Corresponds to 'Hard' in PNAS],444.0,123.0,3.609756097560976,NULL_TIME
xCCGfEux8j2qChbN2,0.9117725846175191,5,High,High,Mixed,Low,High,3,Easy [Corresponds to 'Hard' in PNAS],614.0,134.0,4.582089552238806,2021-08-05T17:37:24.622Z
xWpnN3YocR2QvcBNR,0.9350998071856749,5,Low,High,Mixed,Mixed,Low,3,Easy [Corresponds to 'Hard' in PNAS],652.0,213.0,3.061032863849765,2021-08-05T17:47:52.746Z
dvjY3YrENTB9mWuiW,0.6841758002013039,5,High,Low,High,Low,Low,7,Easy [Corresponds to 'Hard' in PNAS],502.0,124.0,4.048387096774194,2021-08-10T17:16:04.926Z
EqHkx5k7CghEW8McC,0.29360679339064827,5,High,Mixed,High,High,Low,3,Easy [Corresponds to 'Hard' in PNAS],607.0,428.0,1.4182242990654206,2021-08-10T17:34:03.144Z
vMDR4qk3mQkqKQ6Ng,,5,High,Low,High,High,Low,1,Easy [Corresponds to 'Hard' in PNAS],604.0,397.0,1.521410579345088,NULL_TIME
gGvPqqQq6Woe94F5H,0.6117177981175633,5,High,High,Low,High,High,3,Easy [Corresponds to 'Hard' in PNAS],541.0,70.0,7.728571428571429,2021-09-15T17:08:11.000Z
2PHmsZkuyuXMZcv7s,,5,High,Mixed,Low,High,High,3,Easy [Corresponds to 'Hard' in PNAS],481.0,259.0,1.8571428571428568,NULL_TIME
QQCH4hDoNXW569Sis,,5,High,High,Low,High,High,3,Easy [Corresponds to 'Hard' in PNAS],471.0,91.0,5.175824175824176,NULL_TIME
nhMxf47SYXuswMYLA,0.8317415171806206,5,High,High,Low,High,High,3,Easy [Corresponds to 'Hard' in PNAS],609.0,238.0,2.5588235294117645,2021-09-15T17:16:31.978Z
ufqxfwRr7397div5Z,0.46232237736140785,5,High,High,Low,High,High,3,Easy [Corresponds to 'Hard' in PNAS],590.0,283.0,2.0848056537102475,2021-09-15T17:15:07.154Z
ggzDyNQdNXDs8F6hp,0.9459715105415604,5,High,High,Low,High,High,3,Easy [Corresponds to 'Hard' in PNAS],652.0,229.0,2.8471615720524017,NULL_TIME
49e3asofhNHYkXgTp,,5,High,Mixed,Low,High,High,2,Easy [Corresponds to 'Hard' in PNAS],560.0,326.0,1.7177914110429449,NULL_TIME
ajBq9qw3bLb8juLr2,,5,High,High,Low,High,High,1,Easy [Corresponds to 'Hard' in PNAS],541.0,47.0,11.51063829787234,NULL_TIME
qDXbnkBjbypcZwn7Y,0.8784874327449845,5,High,Low,Low,Low,High,4,Easy [Corresponds to 'Hard' in PNAS],650.0,139.0,4.676258992805756,2021-09-15T17:16:43.929Z
4tqsTkv8iSsupojiJ,,5,High,Mixed,Mixed,Low,Mixed,2,Easy [Corresponds to 'Hard' in PNAS],514.0,385.0,1.335064935064935,2021-09-15T17:44:01.336Z
oEcYu2yzAZwM96yik,0.48804961840687366,5,High,High,High,High,Low,7,Easy [Corresponds to 'Hard' in PNAS],637.0,215.0,2.9627906976744187,2021-09-15T17:16:19.599Z
SCDJDB5gd5qxERCiv,0.5975585365170395,5,High,High,Mixed,High,Low,6,Easy [Corresponds to 'Hard' in PNAS],523.0,87.0,6.011494252873563,2021-09-15T17:23:32.767Z
